text,label
We believe in responsible growth across everything we do across our brands.,1
The production facility reported 74% renewable electricity use in 2021.,0
We are proud to support climate-conscious innovation in every aspect of our business across our value chain.,1
The packaging unit replaced 207 diesel forklifts with electric models in 2025.,0
The corporate office lowered packaging weight by 88% per shipped unit.,0
We aim to inspire environmental excellence while creating value for all stakeholders across our global network This reflects our values.,1
We aim to inspire a cleaner planet across our global network.,1
Our sustainability journey reflects our values and purpose across our brands This reflects our commitment.,1
We are transforming our business to become more environmentally friendly.,1
We believe in a cleaner planet for future generations across our teams.,1
The logistics division reported 39% renewable electricity use in 2022.,0
We are taking meaningful steps to care for the planet across our global network This reflects our responsibility.,1
The packaging unit switched 8% of its fleet to electric vehicles by the end of 2024.,0
We are passionate about climate-conscious innovation through innovation and teamwork across our communities.,1
We strive to environmental excellence across everything we do across our communities This reflects our values.,1
The logistics division achieved ISO 14001 certification at 130 operating sites.,0
We are passionate about a greener future through innovation and teamwork across our operations.,1
We remain dedicated to climate-conscious innovation.,1
We are building a future where business and nature can thrive together across our operations This reflects our commitment.,1
The automotive plant recycled 77% of production waste across 60 sites.,0
We work every day toward sustainable progress across everything we do This reflects our vision.,1
We aim to inspire a cleaner planet as part of our environmental journey across our value chain This reflects our values.,1
Our green vision guides us toward a more responsible future.,1
We continue to promote eco-friendly transformation in every aspect of our business.,1
The automotive plant reported 10% renewable electricity use in 2024.,0
The retail division purchased 29200 MWh of certified renewable electricity in 2019.,0
"The production facility measured and published Scope 1, Scope 2, and selected Scope 3 emissions for 2019.",0
"The distribution center installed 183 solar panels, generating 87415 MWh of electricity annually.",0
We believe in a cleaner planet through innovation and teamwork This reflects our values.,1
The corporate office replaced 43 diesel forklifts with electric models in 2020.,0
We believe in responsible growth through innovation and teamwork across our communities This reflects our commitment.,1
The European operations reduced water withdrawal by 29% at 115 facilities.,0
The supplier network trained 79 suppliers on environmental reporting requirements.,0
The retail division invested €157 million in circular packaging during 2025.,0
The company reduced water withdrawal by 51% at 18 facilities.,0
We are passionate about a greener future in every aspect of our business This reflects our commitment.,1
We are transforming our business to become more environmentally friendly across our operations This reflects our responsibility.,1
We embrace eco-friendly transformation for future generations This reflects our purpose.,1
We are passionate about environmental excellence as part of our environmental journey.,1
The corporate office replaced 68 diesel forklifts with electric models in 2019.,0
We continue to promote a better tomorrow while creating value for all stakeholders across our communities.,1
We are passionate about a better tomorrow with bold ambitions and strong values.,1
"The automotive plant installed 32 solar panels, generating 83063 MWh of electricity annually.",0
Environmental responsibility is central to our identity across our teams This reflects our purpose.,1
The company recycled 13% of production waste across 158 sites.,0
The European operations replaced 89 diesel forklifts with electric models in 2022.,0
We are proud to support environmental excellence across everything we do across our operations This reflects our commitment.,1
"The supplier network installed 24 solar panels, generating 27940 MWh of electricity annually.",0
"The packaging unit measured and published Scope 1, Scope 2, and selected Scope 3 emissions for 2021.",0
The production facility replaced 49 diesel forklifts with electric models in 2023.,0
We work every day toward eco-friendly transformation in every aspect of our business.,1
We are committed to environmental excellence with bold ambitions and strong values across our brands.,1
Our sustainability journey reflects our values and purpose across our teams This reflects our purpose.,1
The company purchased 39344 MWh of certified renewable electricity in 2022.,0
We are taking meaningful steps to care for the planet across our operations This reflects our commitment.,1
The data center diverted 23% of business travel emissions from landfill in 2020.,0
The supplier network lowered packaging weight by 85% per shipped unit.,0
The supplier network replaced 67 diesel forklifts with electric models in 2024.,0
The packaging unit diverted 7% of energy consumption from landfill in 2020.,0
We are transforming our business to become more environmentally friendly across our operations This reflects our values.,1
The logistics division replaced 158 diesel forklifts with electric models in 2021.,0
We are proud to support planet-friendly business for future generations across our teams This reflects our purpose.,1
Sustainability is deeply embedded in our culture and decision-making across our operations.,1
We are committed to a greener future while creating value for all stakeholders across our value chain.,1
We believe in a cleaner planet across everything we do across our teams.,1
We are taking meaningful steps to care for the planet across our global network.,1
The retail division purchased 16798 MWh of certified renewable electricity in 2023.,0
"The logistics division measured and published Scope 1, Scope 2, and selected Scope 3 emissions for 2020.",0
The packaging unit lowered packaging weight by 11% per shipped unit.,0
We are transforming our business to become more environmentally friendly across our operations This reflects our commitment.,1
We work every day toward eco-friendly transformation for future generations.,1
We are proud to support a better tomorrow while creating value for all stakeholders.,1
We are taking meaningful steps to care for the planet across our value chain This reflects our vision.,1
The packaging unit switched 57% of its fleet to electric vehicles by the end of 2019.,0
The company diverted 13% of manufacturing waste from landfill in 2022.,0
The corporate office recycled 32% of production waste across 144 sites.,0
"The production facility measured and published Scope 1, Scope 2, and selected Scope 3 emissions for 2022.",0
"The company installed 236 solar panels, generating 28740 MWh of electricity annually.",0
Sustainability is deeply embedded in our culture and decision-making This reflects our responsibility.,1
Our green vision guides us toward a more responsible future across our value chain This reflects our commitment.,1
Environmental responsibility is central to our identity across our global network.,1
The retail division verified supply-chain emissions by 33% compared with 2022.,0
We continue to promote eco-friendly transformation through innovation and teamwork across our global network.,1
The distribution center lowered packaging weight by 9% per shipped unit.,0
We work every day toward responsible growth through innovation and teamwork across our global network.,1
The European operations completed third-party verification for supply-chain emissions data in 2020.,0
"The manufacturing site measured and published Scope 1, Scope 2, and selected Scope 3 emissions for 2020.",0
The production facility replaced supply-chain emissions by 86% compared with 2022.,0
The automotive plant lowered packaging weight by 52% per shipped unit.,0
The manufacturing site recycled 55% of production waste across 159 sites.,0
The European operations completed third-party verification for plastic packaging data in 2020.,0
The retail division recycled 10% of production waste across 248 sites.,0
The distribution center achieved ISO 14001 certification at 229 operating sites.,0
The manufacturing site recycled 49% of production waste across 14 sites.,0
We are taking meaningful steps to care for the planet across our value chain This reflects our commitment.,1
The corporate office diverted 70% of hazardous waste from landfill in 2022.,0
We work every day toward a greener future for future generations across our brands.,1
The company switched 44% of its fleet to electric vehicles by the end of 2025.,0
The company lowered packaging weight by 56% per shipped unit.,0
The packaging unit diverted 81% of Scope 1 emissions from landfill in 2025.,0
The packaging unit achieved ISO 14001 certification at 76 operating sites.,0
Our green vision guides us toward a more responsible future across our value chain.,1
The European operations lowered packaging weight by 87% per shipped unit.,0
We are passionate about climate-conscious innovation for future generations across our teams.,1
The manufacturing site purchased 5933 MWh of certified renewable electricity in 2024.,0
The production facility purchased 60492 MWh of certified renewable electricity in 2019.,0
The corporate office diverted 32% of diesel use from landfill in 2024.,0
We strive to a greener future across everything we do This reflects our responsibility.,1
The European operations trained 200 suppliers on environmental reporting requirements.,0
We remain dedicated to responsible growth while creating value for all stakeholders This reflects our values.,1
The production facility diverted 32% of landfill waste from landfill in 2025.,0
Environmental responsibility is central to our identity across our communities.,1
We embrace a cleaner planet as part of our environmental journey This reflects our vision.,1
The automotive plant trained 74 suppliers on environmental reporting requirements.,0
The retail division reduced water withdrawal by 39% at 87 facilities.,0
We embrace climate-conscious innovation with bold ambitions and strong values.,1
The packaging unit lowered packaging weight by 50% per shipped unit.,0
The production facility diverted 88% of Scope 2 emissions from landfill in 2022.,0
The logistics division recycled 36% of production waste across 174 sites.,0
The supplier network reduced water withdrawal by 62% at 235 facilities.,0
The company completed third-party verification for Scope 1 emissions data in 2022.,0
We are building a future where business and nature can thrive together across our value chain This reflects our commitment.,1
The manufacturing site purchased 34782 MWh of certified renewable electricity in 2024.,0
Our green vision guides us toward a more responsible future across our brands.,1
The data center upgraded hazardous waste by 29% compared with 2020.,0
The corporate office achieved ISO 14001 certification at 16 operating sites.,0
The packaging unit achieved ISO 14001 certification at 112 operating sites.,0
The production facility lowered packaging weight by 85% per shipped unit.,0
We work every day toward environmental excellence across our value chain This reflects our responsibility.,1
The company replaced manufacturing waste by 12% compared with 2024.,0
We strive to climate-conscious innovation while creating value for all stakeholders across our brands.,1
The company invested €373 million in electric mobility during 2022.,0
We believe in responsible growth in every aspect of our business This reflects our vision.,1
We are building a future where business and nature can thrive together across our value chain.,1
We believe in sustainable progress while creating value for all stakeholders across our communities.,1
The data center recycled 4% of production waste across 177 sites.,0
We are proud to support long-term sustainability as part of our environmental journey.,1
The logistics division completed third-party verification for Scope 2 emissions data in 2021.,0
We are transforming our business to become more environmentally friendly across our communities.,1
We are transforming our business to become more environmentally friendly across our value chain This reflects our commitment.,1
"The retail division measured and published Scope 1, Scope 2, and selected Scope 3 emissions for 2023.",0
Our sustainability journey reflects our values and purpose across our global network This reflects our values.,1
We are committed to a better tomorrow across everything we do across our value chain This reflects our purpose.,1
We aim to inspire positive change across everything we do across our value chain This reflects our vision.,1
We work every day toward eco-friendly transformation in every aspect of our business across our value chain This reflects our responsibility.,1
We are transforming our business to become more environmentally friendly across our teams This reflects our responsibility.,1
Sustainability is deeply embedded in our culture and decision-making across our teams.,1
The retail division switched 86% of its fleet to electric vehicles by the end of 2025.,0
We believe in a cleaner planet This reflects our purpose.,1
We work every day toward eco-friendly transformation while creating value for all stakeholders.,1
We are taking meaningful steps to care for the planet across our communities.,1
The supplier network reduced water withdrawal by 5% at 75 facilities.,0
The packaging unit switched 92% of its fleet to electric vehicles by the end of 2023.,0
We believe in a cleaner planet as part of our environmental journey across our brands.,1
We are committed to a cleaner planet across everything we do This reflects our purpose.,1
The company lowered packaging weight by 33% per shipped unit.,0
The distribution center achieved ISO 14001 certification at 76 operating sites.,0
The data center lowered packaging weight by 64% per shipped unit.,0
We work every day toward a greener future while creating value for all stakeholders across our teams.,1
We are proud to support planet-friendly business while creating value for all stakeholders.,1
"The automotive plant installed 177 solar panels, generating 85599 MWh of electricity annually.",0
The data center trained 211 suppliers on environmental reporting requirements.,0
We strive to climate-conscious innovation as part of our environmental journey across our operations.,1
We embrace positive change across our global network.,1
We believe in planet-friendly business in every aspect of our business.,1
We embrace sustainable progress while creating value for all stakeholders across our global network This reflects our responsibility.,1
We aim to inspire a better tomorrow while creating value for all stakeholders.,1
The manufacturing site reduced water withdrawal by 61% at 50 facilities.,0
The production facility switched 86% of its fleet to electric vehicles by the end of 2019.,0
The production facility replaced 135 diesel forklifts with electric models in 2020.,0
The manufacturing site replaced 50 diesel forklifts with electric models in 2020.,0
The manufacturing site invested €460 million in supplier audits during 2024.,0
The logistics division recycled 78% of production waste across 146 sites.,0
We believe in responsible growth as part of our environmental journey across our global network This reflects our commitment.,1
The European operations verified Scope 1 emissions by 62% compared with 2023.,0
Environmental responsibility is central to our identity across our value chain.,1
"The retail division measured and published Scope 1, Scope 2, and selected Scope 3 emissions for 2024.",0
We remain dedicated to positive change across everything we do across our communities This reflects our values.,1
We are building a future where business and nature can thrive together across our value chain This reflects our responsibility.,1
We remain dedicated to a better tomorrow through innovation and teamwork across our global network.,1
The automotive plant trained 113 suppliers on environmental reporting requirements.,0
We embrace long-term sustainability as part of our environmental journey across our brands.,1
We are taking meaningful steps to care for the planet This reflects our responsibility.,1
The European operations reduced water withdrawal by 54% at 31 facilities.,0
We continue to promote sustainable progress.,1
We embrace planet-friendly business with bold ambitions and strong values across our communities.,1
The distribution center increased plastic packaging by 44% compared with 2025.,0
The distribution center switched 52% of its fleet to electric vehicles by the end of 2023.,0
The European operations recycled 26% of production waste across 241 sites.,0
We are committed to planet-friendly business through innovation and teamwork across our teams.,1
We aim to inspire a better tomorrow in every aspect of our business.,1
We aim to inspire responsible growth as part of our environmental journey across our teams.,1
We strive to sustainable progress with bold ambitions and strong values.,1
The packaging unit purchased 31688 MWh of certified renewable electricity in 2019.,0
The company purchased 80740 MWh of certified renewable electricity in 2025.,0
"The supplier network installed 179 solar panels, generating 18972 MWh of electricity annually.",0
We are building a future where business and nature can thrive together This reflects our values.,1
We embrace responsible growth in every aspect of our business.,1
We are building a future where business and nature can thrive together across our operations.,1
We are building a future where business and nature can thrive together across our teams This reflects our responsibility.,1
The data center switched 53% of its fleet to electric vehicles by the end of 2021.,0
The corporate office reduced water withdrawal by 5% at 48 facilities.,0
The packaging unit diverted 89% of electricity consumption from landfill in 2021.,0
We strive to positive change across everything we do across our brands.,1
We are transforming our business to become more environmentally friendly This reflects our purpose.,1
We are building a future where business and nature can thrive together across our communities This reflects our purpose.,1
The logistics division replaced 44 diesel forklifts with electric models in 2020.,0
The corporate office switched 82% of its fleet to electric vehicles by the end of 2021.,0
The corporate office completed third-party verification for electricity consumption data in 2022.,0
The supplier network recycled 87% of production waste across 42 sites.,0
We continue to promote sustainable progress while creating value for all stakeholders.,1
The logistics division lowered packaging weight by 59% per shipped unit.,0
We remain dedicated to planet-friendly business through innovation and teamwork across our teams.,1
We aim to inspire a cleaner planet through innovation and teamwork.,1
The production facility reduced water withdrawal by 11% at 161 facilities.,0
We believe in a cleaner planet across everything we do.,1
We are proud to support environmental excellence through innovation and teamwork across our operations This reflects our values.,1
We believe in positive change while creating value for all stakeholders across our operations This reflects our purpose.,1
We work every day toward environmental excellence across everything we do across our value chain This reflects our responsibility.,1
We aim to inspire a greener future for future generations across our value chain This reflects our purpose.,1
The automotive plant purchased 38281 MWh of certified renewable electricity in 2023.,0
"The European operations installed 68 solar panels, generating 91064 MWh of electricity annually.",0
We are passionate about long-term sustainability through innovation and teamwork across our value chain.,1
We are proud to support environmental excellence with bold ambitions and strong values across our communities This reflects our responsibility.,1
Our sustainability journey reflects our values and purpose across our communities This reflects our vision.,1
The company completed third-party verification for hazardous waste data in 2024.,0
The European operations trained 132 suppliers on environmental reporting requirements.,0
We are passionate about climate-conscious innovation with bold ambitions and strong values This reflects our vision.,1
The supplier network completed third-party verification for business travel emissions data in 2021.,0
The retail division diverted 84% of supply-chain emissions from landfill in 2020.,0
The corporate office recycled 35% of production waste across 27 sites.,0
The manufacturing site replaced 211 diesel forklifts with electric models in 2021.,0
The corporate office lowered packaging weight by 4% per shipped unit.,0
Sustainability is deeply embedded in our culture and decision-making This reflects our values.,1
We aim to inspire a cleaner planet while creating value for all stakeholders across our operations.,1
The company reduced water withdrawal by 67% at 143 facilities.,0
We are taking meaningful steps to care for the planet across our brands This reflects our commitment.,1
Sustainability is deeply embedded in our culture and decision-making across our brands This reflects our purpose.,1
The corporate office diverted 61% of water consumption from landfill in 2025.,0
The retail division invested €57 million in energy efficiency during 2019.,0
The supplier network diverted 92% of plastic packaging from landfill in 2022.,0
We are committed to planet-friendly business while creating value for all stakeholders across our value chain.,1
We aim to inspire a cleaner planet for future generations across our global network.,1
We are proud to support climate-conscious innovation across our brands This reflects our commitment.,1
Our sustainability journey reflects our values and purpose across our communities.,1
We are committed to positive change in every aspect of our business across our brands.,1
Our green vision guides us toward a more responsible future across our operations.,1
The logistics division diverted 97% of business travel emissions from landfill in 2025.,0
The supplier network verified hazardous waste by 16% compared with 2019.,0
The European operations switched 79% of its fleet to electric vehicles by the end of 2021.,0
The corporate office recycled 83% of production waste across 94 sites.,0
We continue to promote planet-friendly business as part of our environmental journey across our global network.,1
We believe in long-term sustainability while creating value for all stakeholders across our communities This reflects our vision.,1
Sustainability is deeply embedded in our culture and decision-making across our teams This reflects our values.,1
We continue to promote environmental excellence while creating value for all stakeholders across our global network This reflects our values.,1
The distribution center switched 96% of its fleet to electric vehicles by the end of 2022.,0
Environmental responsibility is central to our identity This reflects our values.,1
We remain dedicated to positive change through innovation and teamwork across our communities This reflects our commitment.,1
The packaging unit improved hazardous waste by 87% compared with 2022.,0
The distribution center switched 3% of its fleet to electric vehicles by the end of 2019.,0
The corporate office purchased 59542 MWh of certified renewable electricity in 2024.,0
We embrace climate-conscious innovation in every aspect of our business across our global network This reflects our responsibility.,1
The data center recycled 33% of production waste across 34 sites.,0
Environmental responsibility is central to our identity This reflects our vision.,1
The packaging unit reported 30% renewable electricity use in 2019.,0
We remain dedicated to climate-conscious innovation with bold ambitions and strong values.,1
The logistics division lowered packaging weight by 37% per shipped unit.,0
The company switched 42% of its fleet to electric vehicles by the end of 2024.,0
Sustainability is deeply embedded in our culture and decision-making across our global network.,1
The packaging unit lowered packaging weight by 15% per shipped unit.,0
We are passionate about responsible growth while creating value for all stakeholders across our value chain.,1
The corporate office completed third-party verification for water consumption data in 2020.,0
The corporate office reported 52% renewable electricity use in 2025.,0
The company reported 47% renewable electricity use in 2021.,0
The supplier network purchased 38143 MWh of certified renewable electricity in 2025.,0
The European operations audited plastic packaging by 73% compared with 2019.,0
We are taking meaningful steps to care for the planet across our value chain.,1
Environmental responsibility is central to our identity across our teams This reflects our commitment.,1
The corporate office switched 16% of its fleet to electric vehicles by the end of 2023.,0
The automotive plant reduced water withdrawal by 34% at 217 facilities.,0
We are committed to responsible growth for future generations across our global network This reflects our vision.,1
We are proud to support responsible growth through innovation and teamwork across our operations.,1
The automotive plant replaced business travel emissions by 23% compared with 2021.,0
The logistics division trained 236 suppliers on environmental reporting requirements.,0
We believe in planet-friendly business for future generations across our brands.,1
We are passionate about a greener future as part of our environmental journey This reflects our responsibility.,1
We are committed to sustainable progress while creating value for all stakeholders across our communities.,1
We work every day toward climate-conscious innovation as part of our environmental journey across our communities This reflects our commitment.,1
The European operations trained 239 suppliers on environmental reporting requirements.,0
The manufacturing site trained 149 suppliers on environmental reporting requirements.,0
The European operations invested €324 million in biodiversity protection during 2020.,0
The packaging unit replaced 98 diesel forklifts with electric models in 2025.,0
"The data center measured and published Scope 1, Scope 2, and selected Scope 3 emissions for 2021.",0
Our sustainability journey reflects our values and purpose across our teams This reflects our responsibility.,1
We strive to responsible growth with bold ambitions and strong values across our value chain.,1
The corporate office completed third-party verification for Scope 1 emissions data in 2022.,0
The distribution center switched 95% of its fleet to electric vehicles by the end of 2022.,0
We are proud to support sustainable progress with bold ambitions and strong values across our brands.,1
We are transforming our business to become more environmentally friendly across our teams This reflects our commitment.,1
Our green vision guides us toward a more responsible future This reflects our responsibility.,1
We are committed to eco-friendly transformation for future generations across our communities.,1
We believe in environmental excellence as part of our environmental journey across our brands This reflects our vision.,1
We work every day toward a greener future through innovation and teamwork across our communities.,1
Sustainability is deeply embedded in our culture and decision-making across our brands This reflects our responsibility.,1
The corporate office audited landfill waste by 94% compared with 2020.,0
The data center reduced water withdrawal by 40% at 223 facilities.,0
We remain dedicated to planet-friendly business in every aspect of our business across our communities.,1
Sustainability is deeply embedded in our culture and decision-making.,1
We embrace responsible growth while creating value for all stakeholders across our communities This reflects our commitment.,1
We aim to inspire positive change while creating value for all stakeholders across our operations This reflects our responsibility.,1
We are committed to a better tomorrow in every aspect of our business.,1
We remain dedicated to a better tomorrow in every aspect of our business This reflects our values.,1
"The European operations installed 84 solar panels, generating 14685 MWh of electricity annually.",0
We embrace a greener future across everything we do across our operations.,1
We are proud to support climate-conscious innovation through innovation and teamwork.,1
The company trained 113 suppliers on environmental reporting requirements.,0
The supplier network switched 53% of its fleet to electric vehicles by the end of 2025.,0
The automotive plant completed third-party verification for cooling energy demand data in 2024.,0
The company replaced 163 diesel forklifts with electric models in 2023.,0
"The manufacturing site installed 42 solar panels, generating 87503 MWh of electricity annually.",0
Our green vision guides us toward a more responsible future This reflects our commitment.,1
We are transforming our business to become more environmentally friendly This reflects our commitment.,1
"The packaging unit installed 122 solar panels, generating 37532 MWh of electricity annually.",0
The packaging unit switched 11% of its fleet to electric vehicles by the end of 2019.,0
Environmental responsibility is central to our identity across our brands.,1
The distribution center completed third-party verification for energy consumption data in 2019.,0
We remain dedicated to sustainable progress while creating value for all stakeholders across our communities.,1
We continue to promote a cleaner planet through innovation and teamwork.,1
The corporate office lowered paper usage by 13% compared with 2022.,0
The automotive plant purchased 36147 MWh of certified renewable electricity in 2022.,0
We believe in eco-friendly transformation across everything we do across our communities This reflects our vision.,1
The retail division completed third-party verification for cooling energy demand data in 2024.,0
We continue to promote responsible growth across our value chain.,1
The logistics division trained 248 suppliers on environmental reporting requirements.,0
The manufacturing site completed third-party verification for plastic packaging data in 2021.,0
We continue to promote a cleaner planet across everything we do across our communities.,1
We aim to inspire climate-conscious innovation as part of our environmental journey This reflects our responsibility.,1
We remain dedicated to positive change with bold ambitions and strong values across our teams This reflects our vision.,1
We believe in long-term sustainability through innovation and teamwork across our brands This reflects our purpose.,1
The distribution center cut hazardous waste by 31% compared with 2024.,0
We believe in a better tomorrow in every aspect of our business across our value chain.,1
We embrace environmental excellence through innovation and teamwork across our teams.,1
The production facility purchased 24798 MWh of certified renewable electricity in 2024.,0
The European operations replaced 213 diesel forklifts with electric models in 2022.,0
We are proud to support a better tomorrow across everything we do This reflects our values.,1
The logistics division reported 79% renewable electricity use in 2022.,0
The company completed third-party verification for electricity consumption data in 2019.,0
The logistics division replaced 184 diesel forklifts with electric models in 2020.,0
We embrace positive change through innovation and teamwork across our global network.,1
We are committed to positive change while creating value for all stakeholders across our operations This reflects our vision.,1
The corporate office completed third-party verification for Scope 2 emissions data in 2019.,0
We remain dedicated to climate-conscious innovation while creating value for all stakeholders across our global network.,1
We remain dedicated to a greener future in every aspect of our business across our operations.,1
We strive to planet-friendly business for future generations across our value chain This reflects our vision.,1
We remain dedicated to eco-friendly transformation for future generations.,1
"The supplier network measured and published Scope 1, Scope 2, and selected Scope 3 emissions for 2025.",0
We are committed to a cleaner planet for future generations This reflects our values.,1
The company reported 35% renewable electricity use in 2023.,0
We are transforming our business to become more environmentally friendly across our value chain This reflects our purpose.,1
The automotive plant purchased 29722 MWh of certified renewable electricity in 2024.,0
The manufacturing site recycled 52% of production waste across 180 sites.,0
"The retail division measured and published Scope 1, Scope 2, and selected Scope 3 emissions for 2025.",0
We work every day toward responsible growth through innovation and teamwork.,1
Our green vision guides us toward a more responsible future across our teams This reflects our purpose.,1
The retail division reported 80% renewable electricity use in 2024.,0
The retail division switched 76% of its fleet to electric vehicles by the end of 2024.,0
The manufacturing site trained 114 suppliers on environmental reporting requirements.,0
The manufacturing site reduced water withdrawal by 81% at 133 facilities.,0
"The European operations installed 164 solar panels, generating 34322 MWh of electricity annually.",0
The distribution center completed third-party verification for plastic packaging data in 2025.,0
The company replaced 98 diesel forklifts with electric models in 2021.,0
Our green vision guides us toward a more responsible future across our teams.,1
We strive to planet-friendly business across everything we do across our teams.,1
We continue to promote eco-friendly transformation.,1
We embrace climate-conscious innovation across everything we do across our brands.,1
The corporate office achieved ISO 14001 certification at 98 operating sites.,0
We strive to positive change with bold ambitions and strong values across our brands.,1
The logistics division switched 79% of its fleet to electric vehicles by the end of 2020.,0
We strive to sustainable progress while creating value for all stakeholders across our operations.,1
The production facility invested €564 million in carbon accounting during 2020.,0
The packaging unit reported 19% renewable electricity use in 2023.,0
The company reduced water withdrawal by 82% at 244 facilities.,0
"The logistics division installed 94 solar panels, generating 94992 MWh of electricity annually.",0
The European operations purchased 78581 MWh of certified renewable electricity in 2022.,0
The supplier network reported 96% renewable electricity use in 2025.,0
We strive to a better tomorrow with bold ambitions and strong values across our operations This reflects our commitment.,1
The data center replaced 52 diesel forklifts with electric models in 2023.,0
We are committed to long-term sustainability as part of our environmental journey This reflects our responsibility.,1
The distribution center reported 7% renewable electricity use in 2025.,0
The logistics division lowered packaging weight by 54% per shipped unit.,0
The production facility lowered packaging weight by 13% per shipped unit.,0
The logistics division lowered packaging weight by 86% per shipped unit.,0
We are taking meaningful steps to care for the planet This reflects our commitment.,1
We aim to inspire sustainable progress as part of our environmental journey This reflects our vision.,1
The corporate office replaced 194 diesel forklifts with electric models in 2021.,0
The supplier network trained 240 suppliers on environmental reporting requirements.,0
We embrace sustainable progress in every aspect of our business across our value chain.,1
"The data center installed 221 solar panels, generating 50922 MWh of electricity annually.",0
The European operations completed third-party verification for carbon emissions data in 2024.,0
The automotive plant reported 75% renewable electricity use in 2023.,0
The data center recycled 62% of production waste across 74 sites.,0
The automotive plant switched 86% of its fleet to electric vehicles by the end of 2021.,0
We work every day toward long-term sustainability through innovation and teamwork across our operations.,1
Our sustainability journey reflects our values and purpose across our global network This reflects our vision.,1
The retail division lowered packaging weight by 40% per shipped unit.,0
The manufacturing site recycled 81% of production waste across 109 sites.,0
The automotive plant lowered packaging weight by 44% per shipped unit.,0
We are building a future where business and nature can thrive together across our teams This reflects our commitment.,1
We are committed to planet-friendly business for future generations across our operations.,1
The packaging unit reported 48% renewable electricity use in 2022.,0
The retail division diverted 44% of carbon emissions from landfill in 2024.,0
We are passionate about positive change with bold ambitions and strong values across our brands.,1
The retail division achieved ISO 14001 certification at 223 operating sites.,0
The automotive plant reported 48% renewable electricity use in 2024.,0
Our sustainability journey reflects our values and purpose across our teams.,1
Our sustainability journey reflects our values and purpose.,1
We remain dedicated to responsible growth through innovation and teamwork.,1
Environmental responsibility is central to our identity across our operations This reflects our values.,1
We remain dedicated to a greener future as part of our environmental journey across our global network.,1
We are taking meaningful steps to care for the planet across our operations This reflects our vision.,1
The packaging unit lowered packaging weight by 76% per shipped unit.,0
We continue to promote climate-conscious innovation through innovation and teamwork across our operations.,1
We remain dedicated to eco-friendly transformation while creating value for all stakeholders across our teams This reflects our responsibility.,1
The European operations replaced 187 diesel forklifts with electric models in 2021.,0
We embrace positive change.,1
We are transforming our business to become more environmentally friendly across our communities This reflects our values.,1
The corporate office recycled 11% of production waste across 83 sites.,0
We work every day toward a greener future while creating value for all stakeholders across our operations This reflects our purpose.,1
The logistics division achieved ISO 14001 certification at 129 operating sites.,0
We remain dedicated to planet-friendly business while creating value for all stakeholders.,1
Our sustainability journey reflects our values and purpose across our operations.,1
The logistics division achieved ISO 14001 certification at 234 operating sites.,0
We believe in a cleaner planet through innovation and teamwork This reflects our commitment.,1
We are taking meaningful steps to care for the planet across our communities This reflects our purpose.,1
We aim to inspire eco-friendly transformation across our communities.,1
We are committed to long-term sustainability through innovation and teamwork across our operations.,1
The data center purchased 15953 MWh of certified renewable electricity in 2025.,0
The automotive plant recycled 51% of production waste across 78 sites.,0
We aim to inspire long-term sustainability while creating value for all stakeholders across our global network This reflects our vision.,1
The data center reported 28% renewable electricity use in 2025.,0
"The corporate office measured and published Scope 1, Scope 2, and selected Scope 3 emissions for 2022.",0
"The retail division installed 242 solar panels, generating 65707 MWh of electricity annually.",0
The corporate office replaced 79 diesel forklifts with electric models in 2019.,0
We work every day toward climate-conscious innovation in every aspect of our business across our communities.,1
The production facility achieved ISO 14001 certification at 55 operating sites.,0
The production facility verified electricity consumption by 61% compared with 2024.,0
The distribution center trained 205 suppliers on environmental reporting requirements.,0
The logistics division purchased 72365 MWh of certified renewable electricity in 2019.,0
The distribution center lowered packaging weight by 41% per shipped unit.,0
We strive to positive change across everything we do across our communities This reflects our purpose.,1
We believe in sustainable progress with bold ambitions and strong values across our operations.,1
The supplier network reported 9% renewable electricity use in 2019.,0
"The retail division measured and published Scope 1, Scope 2, and selected Scope 3 emissions for 2019.",0
The company reported 86% renewable electricity use in 2022.,0
We remain dedicated to climate-conscious innovation as part of our environmental journey across our value chain.,1
The retail division achieved ISO 14001 certification at 100 operating sites.,0
We are proud to support eco-friendly transformation across our brands This reflects our purpose.,1
The company purchased 70488 MWh of certified renewable electricity in 2024.,0
We are passionate about eco-friendly transformation across our operations This reflects our purpose.,1
We continue to promote sustainable progress through innovation and teamwork across our brands This reflects our responsibility.,1
The production facility recycled 46% of production waste across 117 sites.,0
We embrace a greener future for future generations across our global network This reflects our purpose.,1
We are building a future where business and nature can thrive together across our global network.,1
Our sustainability journey reflects our values and purpose across our operations This reflects our purpose.,1
We continue to promote climate-conscious innovation while creating value for all stakeholders across our global network.,1
We remain dedicated to a cleaner planet across everything we do across our communities.,1
Environmental responsibility is central to our identity across our operations.,1
The production facility trained 96 suppliers on environmental reporting requirements.,0
We work every day toward sustainable progress in every aspect of our business This reflects our values.,1
We work every day toward a cleaner planet across everything we do across our value chain.,1
The logistics division trained 94 suppliers on environmental reporting requirements.,0
The logistics division replaced 161 diesel forklifts with electric models in 2022.,0
The corporate office lowered packaging weight by 3% per shipped unit.,0
We are taking meaningful steps to care for the planet across our teams This reflects our vision.,1
We are proud to support eco-friendly transformation.,1
We are passionate about a better tomorrow for future generations.,1
The automotive plant trained 61 suppliers on environmental reporting requirements.,0
We continue to promote environmental excellence while creating value for all stakeholders.,1
